"subscribed","age","job","marital","education","default","balance","loan","contact","campaign"
FALSE,30,"blue-collar","married","secondary","no",6,"no","cellular",3
FALSE,35,"entrepreneur","single","secondary","no",475,"yes","cellular",4
FALSE,33,"blue-collar","single","secondary","no",706,"no","cellular",1
FALSE,36,"management","married","secondary","no",1825,"no","cellular",1
FALSE,59,"self-employed","married","tertiary","no",185,"no","cellular",5
FALSE,72,"blue-collar","married","primary","no",4415,"no","telephone",1
FALSE,64,"management","married","tertiary","no",679,"no","telephone",3
FALSE,53,"technician","divorced","secondary","no",320,"no","cellular",1
FALSE,35,"management","single","tertiary","no",2988,"no","cellular",1
FALSE,58,"self-employed","married","secondary","no",1407,"no","unknown",1
FALSE,40,"technician","married","secondary","no",1270,"no","cellular",2
FALSE,41,"services","divorced","secondary","no",654,"no","cellular",2
FALSE,48,"retired","married","primary","no",5173,"no","unknown",8
FALSE,44,"entrepreneur","married","tertiary","no",3463,"yes","cellular",3
FALSE,39,"blue-collar","married","unknown","no",0,"no","cellular",1
TRUE,61,"management","married","tertiary","no",6016,"no","cellular",3
FALSE,36,"entrepreneur","married","primary","no",177,"no","unknown",5
FALSE,28,"management","married","tertiary","no",3694,"yes","cellular",2
FALSE,58,"retired","single","secondary","no",1640,"yes","cellular",6
FALSE,60,"admin.","divorced","secondary","no",174,"no","cellular",1
FALSE,66,"admin.","single","secondary","no",10177,"no","cellular",4
TRUE,36,"management","single","tertiary","no",490,"no","cellular",8
FALSE,49,"self-employed","married","secondary","no",2576,"no","cellular",6
FALSE,40,"services","married","secondary","no",0,"no","unknown",2
FALSE,23,"technician","single","secondary","no",598,"no","cellular",1
FALSE,29,"management","single","tertiary","no",15459,"no","cellular",3
FALSE,44,"blue-collar","married","primary","no",271,"yes","unknown",1
FALSE,54,"unknown","married","unknown","no",2508,"no","unknown",8
FALSE,47,"blue-collar","married","primary","no",320,"no","telephone",2
FALSE,33,"admin.","married","tertiary","no",640,"no","cellular",1
FALSE,30,"self-employed","married","secondary","no",1772,"no","cellular",4
FALSE,27,"admin.","single","secondary","no",15,"yes","cellular",1
FALSE,49,"management","divorced","tertiary","no",2370,"yes","unknown",1
FALSE,27,"services","single","secondary","no",201,"no","unknown",2
FALSE,51,"blue-collar","married","secondary","no",160,"no","cellular",1
FALSE,32,"admin.","divorced","secondary","yes",5,"yes","cellular",3
FALSE,30,"blue-collar","single","secondary","no",75,"no","unknown",1
FALSE,33,"admin.","married","secondary","no",4902,"no","cellular",1
FALSE,27,"blue-collar","single","primary","no",-79,"no","unknown",5
TRUE,75,"retired","divorced","secondary","no",1341,"no","cellular",7
FALSE,37,"services","divorced","secondary","no",490,"no","cellular",1
FALSE,36,"technician","single","secondary","no",1521,"no","unknown",2
FALSE,37,"blue-collar","married","secondary","no",131,"no","unknown",2
FALSE,35,"management","married","tertiary","no",8,"no","unknown",4
FALSE,32,"services","married","secondary","no",-632,"yes","cellular",5
FALSE,32,"admin.","single","secondary","no",116,"yes","cellular",2
FALSE,35,"admin.","married","primary","no",189,"no","cellular",1
FALSE,31,"blue-collar","married","primary","no",2,"yes","cellular",1
FALSE,28,"blue-collar","single","secondary","no",4229,"yes","cellular",2
FALSE,27,"services","married","secondary","no",54,"no","cellular",1
FALSE,22,"student","single","unknown","no",549,"no","cellular",1
FALSE,35,"blue-collar","married","primary","no",298,"no","cellular",2
FALSE,69,"retired","married","primary","no",579,"no","cellular",1
FALSE,37,"entrepreneur","single","tertiary","no",1467,"yes","cellular",1
FALSE,45,"admin.","single","secondary","no",0,"no","cellular",1
FALSE,47,"management","married","tertiary","no",109,"no","cellular",1
FALSE,52,"management","married","tertiary","no",-11,"no","cellular",4
FALSE,33,"services","married","secondary","no",90,"no","cellular",2
TRUE,60,"blue-collar","married","primary","no",493,"no","cellular",4
FALSE,33,"management","divorced","secondary","no",1897,"yes","unknown",1
FALSE,44,"admin.","married","secondary","no",2403,"no","cellular",2
FALSE,38,"entrepreneur","married","secondary","no",868,"no","cellular",2
FALSE,54,"entrepreneur","married","secondary","no",653,"no","unknown",1
FALSE,32,"unemployed","divorced","primary","no",0,"no","cellular",4
FALSE,33,"technician","married","secondary","no",0,"yes","cellular",2
FALSE,55,"services","divorced","secondary","no",218,"no","unknown",2
FALSE,51,"blue-collar","married","primary","no",5050,"yes","unknown",7
FALSE,48,"blue-collar","married","secondary","no",741,"no","cellular",1
FALSE,37,"services","single","secondary","no",1050,"no","cellular",3
FALSE,33,"services","single","secondary","no",-56,"yes","cellular",5
FALSE,30,"blue-collar","married","primary","no",1,"yes","telephone",2
FALSE,43,"blue-collar","married","primary","no",-98,"yes","cellular",2
FALSE,49,"technician","married","secondary","no",4667,"no","unknown",2
FALSE,54,"unemployed","married","primary","no",541,"no","cellular",3
FALSE,31,"unemployed","married","tertiary","no",7744,"no","cellular",8
TRUE,54,"unknown","married","unknown","no",895,"no","cellular",1
FALSE,36,"unemployed","married","secondary","no",-129,"no","cellular",3
FALSE,30,"admin.","married","secondary","no",0,"no","cellular",5
TRUE,27,"technician","single","secondary","no",158,"no","unknown",2
FALSE,30,"admin.","married","secondary","no",122,"no","unknown",1
FALSE,30,"blue-collar","married","secondary","no",673,"no","unknown",2
FALSE,35,"technician","divorced","secondary","no",0,"no","cellular",4
FALSE,33,"services","divorced","secondary","no",411,"no","unknown",1
FALSE,43,"blue-collar","divorced","primary","no",-97,"yes","cellular",4
FALSE,41,"blue-collar","married","secondary","no",-217,"no","cellular",1
TRUE,41,"management","divorced","tertiary","no",5037,"no","cellular",9
TRUE,46,"admin.","divorced","secondary","no",2232,"no","cellular",1
FALSE,54,"blue-collar","married","secondary","no",-932,"no","unknown",1
FALSE,32,"management","married","tertiary","no",913,"no","cellular",1
FALSE,30,"technician","single","tertiary","no",236,"no","unknown",1
FALSE,40,"entrepreneur","married","primary","no",0,"no","cellular",2
FALSE,30,"blue-collar","married","primary","no",2581,"no","unknown",2
FALSE,27,"admin.","married","secondary","no",639,"yes","cellular",3
FALSE,41,"blue-collar","married","primary","no",849,"no","unknown",1
FALSE,54,"services","married","secondary","no",386,"no","cellular",2
FALSE,32,"management","single","tertiary","no",1218,"no","telephone",2
TRUE,31,"management","married","tertiary","no",2603,"no","cellular",4
FALSE,42,"blue-collar","married","secondary","no",-921,"no","unknown",2
FALSE,48,"admin.","married","primary","no",607,"no","unknown",2
FALSE,34,"blue-collar","married","primary","no",79,"no","cellular",2
FALSE,55,"technician","divorced","secondary","no",61,"yes","cellular",3
FALSE,49,"technician","married","secondary","no",1091,"no","telephone",2
FALSE,46,"management","divorced","tertiary","no",743,"no","unknown",2
FALSE,47,"entrepreneur","married","unknown","no",209,"no","unknown",2
FALSE,24,"management","single","tertiary","no",172,"no","cellular",2
FALSE,58,"entrepreneur","married","secondary","no",2,"no","unknown",1
TRUE,32,"management","single","tertiary","no",41,"no","cellular",5
FALSE,25,"student","single","secondary","no",1116,"no","cellular",3
FALSE,49,"blue-collar","married","secondary","no",-55,"no","unknown",3
TRUE,59,"retired","divorced","secondary","no",5845,"no","cellular",2
FALSE,30,"management","single","tertiary","no",329,"no","unknown",16
FALSE,46,"blue-collar","married","secondary","no",494,"no","unknown",1
TRUE,42,"management","married","unknown","no",1519,"no","cellular",1
FALSE,37,"entrepreneur","married","tertiary","no",2685,"no","unknown",2
FALSE,44,"blue-collar","married","primary","no",-14,"yes","unknown",4
FALSE,49,"services","married","secondary","no",5673,"yes","cellular",3
FALSE,41,"blue-collar","married","secondary","no",1459,"no","unknown",1
FALSE,48,"technician","married","tertiary","no",0,"no","telephone",15
FALSE,31,"management","married","secondary","no",625,"no","cellular",1
FALSE,37,"student","married","unknown","no",0,"no","unknown",1
FALSE,51,"services","married","secondary","no",867,"no","cellular",2
TRUE,80,"retired","married","secondary","no",8304,"no","telephone",1
FALSE,32,"management","single","tertiary","no",151,"no","unknown",1
FALSE,48,"services","married","primary","yes",-583,"no","unknown",7
FALSE,49,"blue-collar","married","tertiary","no",1784,"no","unknown",1
FALSE,30,"management","married","tertiary","no",3134,"no","cellular",1
FALSE,27,"self-employed","single","secondary","no",49,"no","cellular",2
FALSE,34,"technician","married","secondary","no",-346,"no","cellular",4
TRUE,49,"management","married","secondary","no",1623,"no","cellular",2
FALSE,48,"management","married","tertiary","no",60,"no","telephone",2
FALSE,40,"services","married","secondary","no",17,"no","cellular",1
FALSE,38,"blue-collar","married","secondary","no",2008,"no","cellular",1
FALSE,46,"blue-collar","married","primary","no",91,"no","cellular",1
FALSE,41,"entrepreneur","married","tertiary","no",171,"no","cellular",1
FALSE,28,"management","single","tertiary","no",1027,"no","cellular",1
FALSE,51,"services","married","unknown","no",5801,"no","unknown",2
FALSE,33,"blue-collar","divorced","primary","no",142,"no","telephone",2
FALSE,26,"management","single","tertiary","no",205,"no","unknown",1
FALSE,34,"admin.","single","secondary","no",852,"no","cellular",2
FALSE,27,"blue-collar","married","secondary","yes",-584,"no","cellular",2
FALSE,42,"self-employed","married","secondary","no",97,"no","cellular",2
TRUE,45,"admin.","married","secondary","no",204,"no","cellular",2
FALSE,31,"technician","single","secondary","no",628,"no","unknown",2
TRUE,32,"management","single","tertiary","no",311,"no","unknown",2
FALSE,39,"blue-collar","married","primary","no",1564,"no","unknown",1
FALSE,26,"blue-collar","single","secondary","no",856,"yes","cellular",5
FALSE,40,"management","single","tertiary","no",1509,"no","cellular",2
FALSE,52,"services","married","secondary","no",-888,"no","cellular",1
FALSE,40,"technician","single","tertiary","no",226,"no","cellular",2
FALSE,48,"technician","married","secondary","no",127,"yes","cellular",5
FALSE,31,"services","married","secondary","no",413,"no","unknown",1
TRUE,27,"admin.","married","secondary","no",710,"yes","cellular",1
TRUE,47,"technician","married","secondary","no",1233,"no","unknown",1
TRUE,28,"management","single","secondary","no",171,"no","cellular",1
FALSE,40,"management","divorced","tertiary","no",69,"no","cellular",2
FALSE,34,"admin.","married","secondary","no",1499,"no","cellular",1
FALSE,29,"self-employed","married","tertiary","no",751,"no","unknown",2
FALSE,36,"management","married","tertiary","no",61,"yes","cellular",2
TRUE,83,"retired","married","primary","no",425,"no","telephone",1
FALSE,55,"services","divorced","primary","no",2923,"no","unknown",2
FALSE,43,"management","divorced","tertiary","no",99,"no","cellular",3
FALSE,23,"student","single","secondary","no",1021,"no","telephone",9
FALSE,44,"technician","married","tertiary","no",1146,"no","cellular",2
FALSE,58,"blue-collar","married","primary","no",781,"no","cellular",2
FALSE,29,"admin.","single","secondary","no",1448,"no","cellular",1
FALSE,30,"management","single","tertiary","no",604,"yes","cellular",1
FALSE,29,"admin.","single","secondary","no",-194,"no","cellular",1
FALSE,41,"technician","married","secondary","no",0,"no","cellular",1
FALSE,35,"housemaid","married","primary","no",0,"no","cellular",3
FALSE,31,"technician","single","secondary","no",1014,"no","cellular",4
FALSE,27,"admin.","single","tertiary","no",73,"no","cellular",1
FALSE,47,"services","married","secondary","no",2597,"no","unknown",1
FALSE,53,"self-employed","married","tertiary","no",2627,"yes","unknown",30
FALSE,34,"management","married","tertiary","no",1906,"no","cellular",3
FALSE,34,"blue-collar","married","primary","no",-319,"yes","cellular",4
FALSE,36,"management","married","tertiary","no",-296,"no","cellular",3
FALSE,40,"technician","married","secondary","no",169,"no","cellular",4
FALSE,37,"self-employed","single","tertiary","no",556,"no","unknown",2
FALSE,65,"retired","divorced","unknown","no",300,"no","cellular",2
FALSE,53,"technician","divorced","secondary","no",751,"no","unknown",4
FALSE,28,"technician","single","secondary","no",126,"no","cellular",1
FALSE,33,"technician","divorced","tertiary","no",-386,"no","unknown",1
FALSE,56,"blue-collar","married","primary","no",379,"no","cellular",5
FALSE,45,"self-employed","married","secondary","no",706,"no","cellular",2
FALSE,39,"technician","married","secondary","no",9121,"no","unknown",1
FALSE,28,"management","single","tertiary","no",1466,"no","cellular",1
FALSE,36,"blue-collar","married","primary","no",0,"no","cellular",2
FALSE,41,"blue-collar","married","primary","no",951,"no","cellular",4
TRUE,46,"admin.","married","secondary","no",368,"no","cellular",1
FALSE,41,"blue-collar","married","secondary","no",121,"no","cellular",6
FALSE,59,"services","married","secondary","no",204,"no","cellular",2
FALSE,24,"admin.","married","secondary","no",299,"no","cellular",1
FALSE,34,"management","married","tertiary","no",4170,"no","unknown",1
FALSE,40,"blue-collar","married","primary","no",-335,"no","unknown",1
FALSE,42,"admin.","married","secondary","no",3165,"no","unknown",4
FALSE,50,"services","married","secondary","no",254,"no","cellular",2
FALSE,25,"management","single","tertiary","no",553,"no","cellular",4
FALSE,51,"services","divorced","secondary","no",518,"no","telephone",1
FALSE,50,"management","married","tertiary","no",85,"yes","cellular",1
FALSE,37,"blue-collar","married","unknown","no",603,"no","unknown",2
FALSE,21,"services","single","secondary","no",361,"no","telephone",1
FALSE,52,"blue-collar","married","secondary","no",-98,"no","unknown",1
FALSE,55,"retired","married","primary","no",4424,"no","cellular",4
FALSE,26,"technician","single","secondary","no",2610,"yes","unknown",1
TRUE,38,"technician","married","tertiary","no",3234,"no","cellular",2
FALSE,32,"blue-collar","married","secondary","no",687,"no","unknown",1
